PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33484658","Humanistic counselling plus pastoral care as usual versus pastoral care as usual for the treatment of psychological distress in adolescents in UK state schools (ETHOS): a randomised controlled trial","Cooper M, Stafford MR, Saxon D, Beecham J, Bonin EM, Barkham M, Bower P, Cromarty K, Duncan C, Pearce P, Rameswari T, Ryan G.","Lancet Child Adolesc Health. 2021 Mar;5(3):178-189. doi: 10.1016/S2352-4642(20)30363-1. Epub 2021 Jan 21.","Cooper M","Lancet Child Adolesc Health","2021","2021/01/23","PMC9765869","","10.1016/S2352-4642(20)30363-1"
"37849803","Comparative analysis of dose calculation algorithms for CyberKnife-based stereotactic radiotherapy in lung cancer","Ge X, Yang M, Li T, Liu T, Gao X, Qiu Q, Yin Y.","Front Oncol. 2023 Oct 2;13:1215976. doi: 10.3389/fonc.2023.1215976. eCollection 2023.","Ge X","Front Oncol","2023","2023/10/18","PMC10577380","","10.3389/fonc.2023.1215976"
"41768026","When A Critique Becomes Untenable: A Scholarly Response To Grossman Et Al.'S Evaluation Of Polyvagal Theory","Porges SW.","Clin Neuropsychiatry. 2026 Feb;23(1):113-128. doi: 10.36131/cnfioritieditore20260111.","Porges SW","Clin Neuropsychiatry","2026","2026/03/02","PMC12937496","","10.36131/cnfioritieditore20260111"
"41509524","Primary central nervous system T-cell lymphoma: a single-centre retrospective study and literature review","Chen Y, Lei X, Guo S, Shi Y, Wu G, Wang L, Li P, Yu H, Xu Z, He D.","BMJ Neurol Open. 2026 Jan 5;8(1):e001445. doi: 10.1136/bmjno-2025-001445. eCollection 2026.","Chen Y","BMJ Neurol Open","2026","2026/01/09","PMC12778325","","10.1136/bmjno-2025-001445"
"37631018","Stroke-Induced Central Pain: Overview of the Mechanisms, Management, and Emerging Targets of Central Post-Stroke Pain","Mohanan AT, Nithya S, Nomier Y, Hassan DA, Jali AM, Qadri M, Machanchery S.","Pharmaceuticals (Basel). 2023 Aug 4;16(8):1103. doi: 10.3390/ph16081103.","Mohanan AT","Pharmaceuticals (Basel)","2023","2023/08/26","PMC10459894","","10.3390/ph16081103"
"42245707","Multi-database bibliometric analysis and cross-database comparison of NOSES research in colorectal cancer: integrated evidence from WoSCC and PubMed","Wang S, Liu X, Kang B, Zhang Y, Ma B, Yang Y.","Front Oncol. 2026 May 20;16:1803748. doi: 10.3389/fonc.2026.1803748. eCollection 2026.","Wang S","Front Oncol","2026","2026/06/05","PMC13229740","","10.3389/fonc.2026.1803748"
"42111870","Identifying bottlenecks in the medical equipment procurement process of central equipment procurement agency of government of India (GOI) and suggesting remedial measures","Garg N, Garg R, Das A, Pandey S.","Med J Armed Forces India. 2026 May-Jun;82(3):267-275. doi: 10.1016/j.mjafi.2024.09.006. Epub 2024 Oct 28.","Garg N","Med J Armed Forces India","2026","2026/05/11","PMC13153837","","10.1016/j.mjafi.2024.09.006"
"41052038","Models for predicting the risk of bloodstream infections associated with peripherally inserted central venous catheters: A scoping review","Cao L, Tao Y, Lei S, He S, Peng Y, Liu S, Chen H, Zhou J, Liu Y.","PLoS One. 2025 Oct 6;20(10):e0333466. doi: 10.1371/journal.pone.0333466. eCollection 2025.","Cao L","PLoS One","2025","2025/10/06","PMC12500127","","10.1371/journal.pone.0333466"
"39036430","The Cumulative Incidence of Post-Traumatic Epilepsy After Mild Traumatic Brain Injury: A Systematic Review and Individual Participant Data Meta-Analysis Protocol","Goldenberg JZ, Batson RD, Pugh MJ, Zwickey H, Beardsley J, Zeegers MP, Freeman M.","Neurotrauma Rep. 2024 May 31;5(1):522-528. doi: 10.1089/neur.2023.0117. eCollection 2024.","Goldenberg JZ","Neurotrauma Rep","2024","2024/07/22","PMC11257128","","10.1089/neur.2023.0117"
"34761036","Achievements and challenges of India's sanitation campaign under clean India mission: A commentary","Behera MR, Pradhan HS, Behera D, Jena D, Satpathy SK.","J Educ Health Promot. 2021 Sep 30;10:350. doi: 10.4103/jehp.jehp_1658_20. eCollection 2021.","Behera MR","J Educ Health Promot","2021","2021/11/11","PMC8552289","","10.4103/jehp.jehp_1658_20"
"34865630","Ethnographic research as an evolving method for supporting healthcare improvement skills: a scoping review","Black GB, van Os S, Machen S, Fulop NJ.","BMC Med Res Methodol. 2021 Dec 5;21(1):274. doi: 10.1186/s12874-021-01466-9.","Black GB","BMC Med Res Methodol","2021","2021/12/06","PMC8647364","","10.1186/s12874-021-01466-9"
"42109971","Seronegative Neuromyelitis Optica Spectrum Disorder in a Six-Year-Old Patient: A Case Report","Pinacho-Velázquez JL, Rueda-Velázquez JJ, Martínez-Juárez O, Perez Sanjulian-Krasovsky E, Pérez-Trueba FE.","Cureus. 2026 Apr 9;18(4):e106714. doi: 10.7759/cureus.106714. eCollection 2026 Apr.","Pinacho-Velázquez JL","Cureus","2026","2026/05/11","PMC13156917","","10.7759/cureus.106714"
"39474195","Coracoclavicular fixation techniques for Neer IIb and ""extralateral"" fractures of the distal clavicle: a systematic review","Panagopoulos A, Solou K, Nicolaides M, Triantafyllopoulos IK, Kouzelis A, Kokkalis ZT.","JSES Rev Rep Tech. 2021 Aug 12;4(4):676-683. doi: 10.1016/j.xrrt.2021.06.007. eCollection 2024 Nov.","Panagopoulos A","JSES Rev Rep Tech","2021","2024/10/30","PMC11514083","","10.1016/j.xrrt.2021.06.007"
"36238126","[Various MRI Findings of Toxocara canis Myelitis]","Park SY, Park KS, Lee E, Lee JW, Bae YJ, Kang Y, Ahn JM, Kang HS.","Taehan Yongsang Uihakhoe Chi. 2020 Jan;81(1):135-146. doi: 10.3348/jksr.2020.81.1.135. Epub 2020 Jan 31.","Park SY","Taehan Yongsang Uihakhoe Chi","2020","2022/10/14","PMC9432088","","10.3348/jksr.2020.81.1.135"
"41851610","Development of the Journal of Yeungnam Medical Science: transition from a local to an international journal","Lee EI, Chang MC.","J Yeungnam Med Sci. 2026;43:24. doi: 10.12701/jyms.2026.43.24. Epub 2026 Mar 19.","Lee EI","J Yeungnam Med Sci","2026","2026/03/19","PMC13107086","","10.12701/jyms.2026.43.24"
"","Where art thou? Reflecting on auditory hallucinosis","Ganhao I.","Eur Psychiatry. 2023 Jul 19;66(Suppl 1):S625. doi: 10.1192/j.eurpsy.2023.1301. eCollection 2023 Mar.","Ganhao I","Eur Psychiatry","2023","","PMC10660900","","10.1192/j.eurpsy.2023.1301"
"38249616","Exploring disparities in malnutrition among under-five children in Nigeria and potential solutions: a scoping review","John C, Poh BK, Jalaludin MY, Michael G, Adedeji I, Oyenusi EE, Akor B, Charles NC, Buthmanaban V, Muhardi L.","Front Nutr. 2024 Jan 5;10:1279130. doi: 10.3389/fnut.2023.1279130. eCollection 2023.","John C","Front Nutr","2024","2024/01/22","PMC10796494","","10.3389/fnut.2023.1279130"
"42232216","Addressing presbyopia in rural central India: the Sadguru experience","Kuyyadiyil S, Jain E, Bhattacharya U, Tripathi P.","Community Eye Health. 2026;38(129):903. Epub 2026 Mar 12.","Kuyyadiyil S","Community Eye Health","2026","2026/06/03","PMC13225468","",""
"37051495","Central Granular Cell Odontogenic Tumor: Case Report with Literature Review of Cases Reported in the Last 71 years","Mashhadiabbas F, Gholami Toghchi S, Safarpour R.","J Dent (Shiraz). 2023 Mar;24(1 Suppl):160-167. doi: 10.30476/dentjods.2022.94300.1774.","Mashhadiabbas F","J Dent (Shiraz)","2023","2023/04/13","PMC10084552","","10.30476/dentjods.2022.94300.1774"
"34765727","A Rare Case of Familial Neurogenic Diabetes Insipidus in a 22-Year-Old Man","Phan VTT, Bloomer ZW, Phan VTX, Shakir MKM, Hoang TD.","AACE Clin Case Rep. 2020 Nov 27;7(6):338-341. doi: 10.1016/j.aace.2020.11.031. eCollection 2021 Nov-Dec.","Phan VTT","AACE Clin Case Rep","2020","2021/11/12","PMC8573270","","10.1016/j.aace.2020.11.031"
"38806425","18F-FDG PET/MR for diagnosis of primary central nervous system lymphoma: protocol for a systematic review and meta-analysis","Qiu X, Zheng H, Zhong F, Shen B.","BMJ Open. 2024 May 28;14(5):e081458. doi: 10.1136/bmjopen-2023-081458.","Qiu X","BMJ Open","2024","2024/05/28","PMC11138277","","10.1136/bmjopen-2023-081458"
"41809205","Congenital Hereditary Endothelial Dystrophy: A Review of the Molecular Pathogenesis, Genetic Basis, and Emerging Treatments","Jomar DE, Khayyat W, Almontashiri NAM, Ahmad K, Hameed S, Al-Swailem SA.","Clin Ophthalmol. 2026 Mar 5;20:553795. doi: 10.2147/OPTH.S553795. eCollection 2026.","Jomar DE","Clin Ophthalmol","2026","2026/03/11","PMC12970013","","10.2147/OPTH.S553795"
"39270377","Utilization of Ophthalmic Technology and Advances in Endothelial Keratoplasty: A Case Report","Babaker R, Alruwaili R, Khan SA, Fairaq R, AlMutlak M, Bin Helayel H.","Int J Surg Case Rep. 2024 Oct;123:110257. doi: 10.1016/j.ijscr.2024.110257. Epub 2024 Sep 7.","Babaker R","Int J Surg Case Rep","2024","2024/09/13","PMC11416626","","10.1016/j.ijscr.2024.110257"
"36352951","Policy, programs, and activities for promotion of water, sanitation and hygiene practices in schools of India","Dakhode SU, Gaidhane AM, Choudhari SG.","J Family Med Prim Care. 2022 Aug;11(8):4310-4318. doi: 10.4103/jfmpc.jfmpc_2102_21. Epub 2022 Aug 30.","Dakhode SU","J Family Med Prim Care","2022","2022/11/10","PMC9638544","","10.4103/jfmpc.jfmpc_2102_21"
"33776191","A fresh (air) look at ventilation for COVID-19: Estimating the global energy savings potential of coupling natural ventilation with novel radiant cooling strategies","Aviv D, Chen KW, Teitelbaum E, Sheppard D, Pantelic J, Rysanek A, Meggers F.","Appl Energy. 2021 Jun 15;292:116848. doi: 10.1016/j.apenergy.2021.116848. Epub 2021 Mar 22.","Aviv D","Appl Energy","2021","2021/03/29","PMC7983460","","10.1016/j.apenergy.2021.116848"
"41281590","Maxillary Canine Substitution for a Central Incisor With Severe Root Resorption: A Case Report","Rahimi H, Ardeshna AP.","Case Rep Dent. 2025 Nov 14;2025:4904301. doi: 10.1155/crid/4904301. eCollection 2025.","Rahimi H","Case Rep Dent","2025","2025/11/24","PMC12638139","","10.1155/crid/4904301"
"38298243","On the division of labor in the maintenance of intersubjectivity: insights from the study of other-initiated repair in Vietnamese","Sidnell J, Vũ HTT.","Front Sociol. 2024 Jan 8;8:1205433. doi: 10.3389/fsoc.2023.1205433. eCollection 2023.","Sidnell J","Front Sociol","2024","2024/02/01","PMC10828962","","10.3389/fsoc.2023.1205433"
"41318451","Maternal substance abuse prevalence and related neurodevelopmental outcomes: a scoping review","Sarfo JO, Opoku PN, Kwaw R, Miezah D, Dziwornu E, Sarfo JC.","BMC Pregnancy Childbirth. 2025 Nov 29;26(1):81. doi: 10.1186/s12884-025-08527-7.","Sarfo JO","BMC Pregnancy Childbirth","2025","2025/11/29","PMC12837593","","10.1186/s12884-025-08527-7"
"39776727","Upper Limb Deep Venous Thrombosis Associated With Peripherally Inserted Central Catheters in Hospitalised Surgical Patients","Li N, Njoku P, Mandal AKJ, El Kafsi J, Hosack T, Stockdale T, Dassanayake S, Van den Abbeele K, Democratis J, Missouris CG.","Cureus. 2024 Dec 8;16(12):e75325. doi: 10.7759/cureus.75325. eCollection 2024 Dec.","Li N","Cureus","2024","2025/01/08","PMC11706302","","10.7759/cureus.75325"
"35799765","Clinical efficacy of conbercept plus micropulse laser (577 nm) treatment in macular edema secondary to non-ischemic central retinal vein occlusion","Li L, Ren Q, Sun Z, Yu H.","Pak J Med Sci. 2022 May-Jun;38(5):1366-1370. doi: 10.12669/pjms.38.5.5231.","Li L","Pak J Med Sci","2022","2022/07/08","PMC9247788","","10.12669/pjms.38.5.5231"
"35514781","A dual center and dual vendor comparison study of automated perfusion-weighted phase-resolved functional lung magnetic resonance imaging with dynamic contrast-enhanced magnetic resonance imaging in patients with cystic fibrosis","Behrendt L, Smith LJ, Voskrebenzev A, Klimeš F, Kaireit TF, Pöhler GH, Kern AL, Gonzalez CC, Dittrich AM, Marshall H, Schütz K, Hughes PJC, Ciet P, Tiddens HAWM, Wild JM, Vogel-Claussen J.","Pulm Circ. 2022 Apr 5;12(2):e12054. doi: 10.1002/pul2.12054. eCollection 2022 Apr.","Behrendt L","Pulm Circ","2022","2022/05/06","PMC9063970","","10.1002/pul2.12054"
"38259593","Antibiotic use at planned central line removal in reducing neonatal post-catheter removal sepsis: a systematic review and meta-analysis","Ji R, He Z, Zhou J, Fang S, Ge L.","Front Pediatr. 2024 Jan 8;11:1324242. doi: 10.3389/fped.2023.1324242. eCollection 2023.","Ji R","Front Pediatr","2024","2024/01/23","PMC10800366","","10.3389/fped.2023.1324242"
"39948693","Update on mGlu4 modulator patents: 2017 to present","Rahman FI, Webster TM, Hopkins CR.","Expert Opin Ther Pat. 2025 May;35(5):463-475. doi: 10.1080/13543776.2025.2467679. Epub 2025 Feb 22.","Rahman FI","Expert Opin Ther Pat","2025","2025/02/13","PMC12048291","NIHMS2058512","10.1080/13543776.2025.2467679"
"37887062","Favorite Parts of a Single Leaf for Giant Flying Squirrels to Eat in Three Species of Food Trees","Ito M, Tamura N, Hayashi F.","Biology (Basel). 2023 Oct 22;12(10):1352. doi: 10.3390/biology12101352.","Ito M","Biology (Basel)","2023","2023/10/27","PMC10604700","","10.3390/biology12101352"
"36147432","Literature search: Simple rules for confronting the unknown","Jha R, Sondhi V, Vasudevan B.","Med J Armed Forces India. 2022 Sep;78(Suppl 1):S14-S23. doi: 10.1016/j.mjafi.2022.07.009. Epub 2022 Aug 30.","Jha R","Med J Armed Forces India","2022","2022/09/23","PMC9485859","","10.1016/j.mjafi.2022.07.009"
"36381908","Accuracy of Ultrasonography vs. Elastography in Patients With Non-alcoholic Fatty Liver Disease: A Systematic Review","Geethakumari P, Kampa P, Parchuri R, Bhandari R, Alnasser AR, Akram A, Kar S, Osman F, Mashat GD, Tran HH, Urgessa NA, Yu AK.","Cureus. 2022 Oct 6;14(10):e29967. doi: 10.7759/cureus.29967. eCollection 2022 Oct.","Geethakumari P","Cureus","2022","2022/11/16","PMC9637432","","10.7759/cureus.29967"
"38919654","Primary Intramedullary Spinal High-Grade Glioma: A Case Series with Review of Literature","Aashita A, Sharma R, Yadav V, Manikandan M, Dhameliya A, Mishra H, Thakur P, Malik A.","South Asian J Cancer. 2022 Dec 2;13(2):150-156. doi: 10.1055/s-0042-1758570. eCollection 2024 Apr.","Aashita A","South Asian J Cancer","2022","2024/06/26","PMC11196153","","10.1055/s-0042-1758570"
"33080696","Nonpharmacological therapies for central poststroke pain: A systematic review","Xu XM, Luo H, Rong BB, Zheng XM, Wang FT, Zhang SJ, Li ZX.","Medicine (Baltimore). 2020 Oct 16;99(42):e22611. doi: 10.1097/MD.0000000000022611.","Xu XM","Medicine (Baltimore)","2020","2020/10/21","PMC7572005","","10.1097/MD.0000000000022611"
"34603608","Association of waist circumference with muscle and fat mass in adults with a normal body mass index","Lee G, Choi S, Park SM.","Nutr Res Pract. 2021 Oct;15(5):604-612. doi: 10.4162/nrp.2021.15.5.604. Epub 2020 Dec 18.","Lee G","Nutr Res Pract","2021","2021/10/04","PMC8446684","","10.4162/nrp.2021.15.5.604"
"35186591","High-Intensity Interval Training Among Heart Failure Patients and Heart Transplant Recipients: A Systematic Review","Yu AKD, Kilic F, Dhawan R, Sidhu R, Elazrag SE, Bijoora M, Sekhar S, Makaram Ravinarayan S, Mohammed L.","Cureus. 2022 Jan 17;14(1):e21333. doi: 10.7759/cureus.21333. eCollection 2022 Jan.","Yu AKD","Cureus","2022","2022/02/21","PMC8849491","","10.7759/cureus.21333"
"41958963","Dentin and Enamel Exposure on Upper Incisors for Bonding Buccal Laminated Veneers: Method Validation and Ex Vivo Quantification","Cuny C, Udar M, Canceill T, Blatz MB, Galibourg A.","Int J Dent. 2026 Apr 8;2026:9560887. doi: 10.1155/ijod/9560887. eCollection 2026.","Cuny C","Int J Dent","2026","2026/04/10","PMC13060536","","10.1155/ijod/9560887"
"31217767","COMPARATIVE STUDY OF TREATMENT OUTCOME IN APICECTOMIES WITH OR WITHOUT ROOT-END FILLING","Ajayi JO, Abiodun-Solanke IMF, Olusile OA, Oginni AO, Esan TA.","Ann Ib Postgrad Med. 2018 Dec;16(2):109-114.","Ajayi JO","Ann Ib Postgrad Med","2018","2019/06/21","PMC6580414","",""
"41783822","Comparison of catheter-related bloodstream infection between peripherally inserted central catheters and tunneled central venous catheters in patients receiving home parenteral nutrition: a meta-analysis","Zheng YL, Wang Y, Qi SP, Zhang W, Lin PY.","Front Nutr. 2026 Feb 17;13:1742418. doi: 10.3389/fnut.2026.1742418. eCollection 2026.","Zheng YL","Front Nutr","2026","2026/03/05","PMC12953089","","10.3389/fnut.2026.1742418"
"35002110","Diagnostic Utility and Accuracy of Scrape Cytology in Evaluation of Neoplastic Lesions","Sharma T, Singhal S, Kapoor N.","J Cytol. 2021 Oct-Dec;38(4):186-190. doi: 10.4103/JOC.JOC_211_20. Epub 2021 Nov 15.","Sharma T","J Cytol","2021","2022/01/10","PMC8670451","","10.4103/JOC.JOC_211_20"
"34838202","Child, maternal, and adult mortality in Sierra Leone: nationally representative mortality survey 2018-20","Carshon-Marsh R, Aimone A, Ansumana R, Swaray IB, Assalif A, Musa A, Meh C, Smart F, Hang Fu S, Newcombe L, Kamadod R, Saikia N, Gelband H, Jambai A, Jha P.","Lancet Glob Health. 2022 Jan;10(1):e114-e123. doi: 10.1016/S2214-109X(21)00459-9. Epub 2021 Nov 25.","Carshon-Marsh R","Lancet Glob Health","2022","2021/11/28","PMC8672062","","10.1016/S2214-109X(21)00459-9"
"35126715","Construction of a rabbit model with vinorelbine administration via peripherally inserted central catheter and dynamic monitoring of changes in phlebitis and thrombosis","Huang L, Chen G, Hu Q, Hu B, Zhu L, Fang L.","Exp Ther Med. 2022 Mar;23(3):212. doi: 10.3892/etm.2022.11135. Epub 2022 Jan 11.","Huang L","Exp Ther Med","2022","2022/02/07","PMC8796649","","10.3892/etm.2022.11135"
"41455990","Narrow-margin hepatectomy combined with external beam radiotherapy in patients with hepatocellular carcinoma: a systematic review and meta-analysis","Lu T, Wang Y, Chen B, Meng W, Huang H.","BMC Cancer. 2025 Dec 27;26(1):154. doi: 10.1186/s12885-025-15504-y.","Lu T","BMC Cancer","2025","2025/12/27","PMC12859944","","10.1186/s12885-025-15504-y"
"39433945","Evaluation and mitigation of cognitive biases in medical language models","Schmidgall S, Harris C, Essien I, Olshvang D, Rahman T, Kim JW, Ziaei R, Eshraghian J, Abadir P, Chellappa R.","NPJ Digit Med. 2024 Oct 21;7(1):295. doi: 10.1038/s41746-024-01283-6.","Schmidgall S","NPJ Digit Med","2024","2024/10/21","PMC11494053","","10.1038/s41746-024-01283-6"
"34925867","Inhibitors of the Bub1 spindle assembly checkpoint kinase: synthesis of BAY-320 and comparison with 2OH-BNPP1","Amalina I, Bennett A, Whalley H, Perera D, McGrail JC, Tighe A, Procter DJ, Taylor SS.","R Soc Open Sci. 2021 Dec 15;8(12):210854. doi: 10.1098/rsos.210854. eCollection 2021 Dec.","Amalina I","R Soc Open Sci","2021","2021/12/20","PMC8672067","","10.1098/rsos.210854"
"36984616","Hereditary Congenital Methemoglobinemia Diagnosed at the Age of 79 Years: A Case Report","Nakata M, Yokota N, Tabata K, Morikawa T, Shibata H, Kenzaka T.","Medicina (Kaunas). 2023 Mar 20;59(3):615. doi: 10.3390/medicina59030615.","Nakata M","Medicina (Kaunas)","2023","2023/03/29","PMC10058039","","10.3390/medicina59030615"
